Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
3,6,2,1,B,A,N,B,B,C,3,B,D,10,3,A,E,N,87,18,Y,6,A,2,40,1,1,3,Y,N,C,2,3
1,13,17,3,B,C,N,B,B,D,3,B,B,10,1,A,I,N,52,12,Y,12,A,2,37,1,16,5,Y,N,E,2,5
4,5,6,4,S,A,N,B,B,D,12,B,B,10,1,A,A,Y,63,6,N,9,C,2,40,1,7,1,Y,Y,E,2,1
4,16,12,6,B,A,Y,B,B,D,12,B,B,10,2,A,G,N,11,8,Y,6,A,2,40,1,21,1,Y,N,C,4,1
10,19,19,3,W,C,N,B,B,D,12,B,B,10,1,A,D,Y,69,15,N,14,C,1,28,1,11,6,N,Y,A,1,1
4,18,18,1,B,H,N,B,B,E,12,N,B,15,1,A,R,N,30,12,Y,11,B,1,31,1,16,4,N,N,A,3,1
2,3,12,8,S,H,Y,B,B,B,7,E,D,10,1,C,I,N,97,16,Y,19,A,1,25,1,13,3,N,N,C,1,9
1,1,17,3,N,A,N,B,B,B,8,B,B,15,3,N,B,N,25,18,Y,13,A,2,34,1,21,4,N,N,E,3,1
1,2,1,1,C,A,N,B,B,D,7,B,B,15,1,A,B,N,38,13,N,11,B,1,31,1,3,7,Y,N,E,1,1
1,16,2,2,B,I,Y,B,B,E,8,J,B,10,3,A,R,N,15,6,N,7,A,2,40,1,22,3,N,N,E,5,1
1,12,17,6,N,C,Y,B,B,D,8,L,B,15,1,A,I,N,46,13,N,12,A,3,40,1,9,6,Y,N,E,4,1
2,7,19,3,B,A,Y,B,B,D,3,B,B,15,1,A,A,N,64,8,Y,4,B,2,40,1,4,6,N,N,A,2,1
4,3,7,5,E,C,N,B,B,D,7,L,B,10,1,A,B,N,76,17,Y,10,A,2,25,1,10,7,Y,N,E,2,3
4,3,21,2,W,I,N,B,B,E,8,H,A,20,2,A,K,N,42,15,Y,4,A,1,25,1,13,3,Y,N,D,1,3
4,9,18,3,B,I,N,B,B,E,2,H,B,20,3,A,K,N,82,12,N,7,A,2,40,1,9,6,Y,N,C,4,4
2,3,12,2,N,H,N,B,B,B,3,B,B,15,2,A,B,N,64,17,N,5,B,2,34,1,2,4,N,N,A,2,1
4,13,23,4,W,K,Y,B,B,E,8,H,B,20,1,A,K,N,82,14,N,4,C,2,37,1,19,3,Y,N,C,2,1
1,5,9,6,C,A,N,B,B,B,8,D,B,15,1,N,B,N,50,8,N,4,A,2,25,1,3,4,Y,N,E,2,1
3,18,9,6,N,B,Y,B,B,D,12,B,B,20,1,A,I,N,52,8,N,11,A,3,28,1,1,3,Y,N,C,1,3
1,5,2,2,B,I,N,B,B,E,7,H,B,20,3,A,R,Y,66,9,N,13,A,2,37,1,19,7,Y,Y,E,2,2
6,7,17,5,B,A,Y,B,B,D,12,B,B,10,3,A,E,N,68,7,N,4,B,2,31,1,11,7,Y,N,E,2,1
4,8,17,1,B,H,Y,B,B,D,3,B,B,5,1,H,H,N,100,13,Y,16,A,2,40,1,24,3,Y,N,C,2,7
4,13,13,5,N,H,N,B,C,E,8,J,B,10,1,A,R,N,42,12,N,7,B,2,31,1,9,7,N,N,E,5,1
8,9,1,1,N,K,N,B,B,E,12,J,B,10,1,A,J,N,39,10,N,13,A,2,28,1,11,6,N,N,A,2,6
1,12,24,6,W,H,Y,B,B,E,3,H,B,20,1,A,K,N,44,18,N,3,B,2,40,2,12,1,N,N,A,3,1
3,5,6,4,B,A,N,B,B,D,3,B,B,15,3,A,B,N,45,9,N,8,A,2,40,1,6,1,Y,N,E,2,5
4,12,18,2,E,K,N,B,B,E,8,H,B,20,1,D,Q,Y,96,21,Y,11,C,3,40,1,5,1,Y,Y,E,3,8
1,9,15,4,B,B,N,B,B,D,12,B,B,10,1,A,B,N,96,12,Y,12,A,3,37,1,6,1,Y,N,C,6,5
1,12,19,3,N,H,N,B,B,D,12,L,B,5,1,A,A,N,30,13,Y,6,B,2,22,1,5,6,N,N,A,3,1
1,17,17,2,B,A,N,B,B,D,7,B,B,10,1,A,I,N,33,8,N,17,A,1,25,1,2,5,N,N,A,1,11
1,12,19,5,S,K,N,B,B,E,2,N,B,15,1,A,R,Y,95,15,N,19,A,2,31,1,25,1,Y,Y,E,2,2
2,15,18,1,N,H,N,B,B,D,8,B,B,20,1,A,A,N,17,15,N,11,A,2,31,1,22,2,N,N,A,2,6
1,5,7,3,B,K,N,B,B,E,8,H,B,15,2,A,J,Y,74,8,N,8,C,3,31,1,15,6,Y,Y,E,3,1
1,5,17,4,S,A,Y,B,B,D,3,B,B,10,1,A,I,Y,84,7,N,7,C,2,31,1,3,1,Y,Y,E,2,1
7,4,9,4,N,A,N,B,B,D,8,B,B,20,3,A,B,N,59,8,N,9,A,2,31,1,2,3,Y,N,C,2,2
2,14,14,1,W,H,Y,B,B,D,12,B,B,20,3,A,I,N,68,6,Y,16,A,2,34,1,1,2,N,N,A,4,6
1,16,5,1,B,A,Y,B,D,D,8,B,B,15,1,A,I,N,39,9,Y,6,A,2,40,1,15,6,Y,N,E,2,4
3,19,13,3,E,K,N,B,B,E,8,H,D,20,1,A,R,N,41,29,Y,12,A,4,40,1,18,4,N,N,A,4,7
1,16,5,3,N,A,N,B,B,D,8,L,B,20,3,A,I,N,31,8,N,4,A,2,22,1,21,1,N,N,A,2,2
3,8,23,3,N,C,N,C,B,D,3,L,B,10,1,A,I,N,71,16,N,17,A,2,22,1,21,7,Y,N,C,2,11
10,10,19,8,N,C,N,B,B,D,3,L,B,10,1,A,I,N,31,14,Y,9,C,2,34,1,19,2,Y,N,E,3,1
4,13,23,4,N,C,N,B,B,D,12,L,B,10,1,A,I,N,63,22,N,4,B,2,34,1,13,5,N,N,A,3,1
7,19,18,5,N,K,N,B,B,E,2,H,B,15,1,A,R,N,52,10,N,8,A,3,40,1,15,3,Y,N,D,5,5
5,1,18,3,C,K,N,B,B,E,12,H,B,20,2,A,K,N,28,14,N,19,A,2,28,1,21,6,N,N,E,2,4
1,10,12,4,N,H,Y,B,B,D,8,L,B,10,1,A,I,N,22,13,N,3,B,1,37,1,17,5,Y,N,E,1,1
2,5,16,4,N,K,Y,B,B,E,3,H,B,10,1,A,N,Y,100,7,Y,8,A,2,40,1,14,3,Y,Y,E,2,1
5,12,11,3,N,H,N,B,B,E,3,H,B,10,3,A,M,N,75,17,Y,4,B,2,34,1,14,7,N,N,A,2,1
9,9,21,5,N,K,Y,D,B,F,3,H,B,10,1,A,R,N,81,12,N,5,A,1,37,1,16,4,Y,N,C,1,2
1,5,14,4,B,I,N,B,B,E,3,H,B,20,1,A,R,N,98,9,Y,15,A,2,40,1,11,7,Y,N,C,2,6
13,5,20,1,S,A,N,B,B,D,3,L,B,10,1,A,I,N,24,10,N,12,A,3,34,1,11,4,Y,N,C,3,5
5,7,3,2,E,A,N,D,B,D,8,B,B,15,4,A,B,N,38,10,N,9,B,3,40,1,2,6,N,N,A,3,1
9,4,19,5,N,K,N,B,B,E,8,H,B,15,1,A,N,Y,100,8,Y,14,C,2,25,1,17,6,Y,Y,E,2,1
10,10,20,2,C,C,N,A,B,D,7,L,B,20,1,A,I,N,36,16,N,12,A,2,31,1,13,2,N,N,E,2,4
4,11,21,4,N,H,Y,B,B,E,8,J,B,10,3,A,R,N,75,29,N,6,B,2,31,1,20,6,Y,N,C,4,1
4,11,3,2,N,K,N,B,B,E,3,N,B,20,1,A,R,N,54,19,N,6,A,2,40,1,21,6,N,N,A,2,2
2,14,19,7,B,C,N,B,B,D,3,A,B,20,2,C,I,N,64,16,N,7,B,2,22,1,18,1,N,N,A,2,1
8,7,14,4,B,I,N,B,B,E,2,I,B,20,1,A,M,Y,59,9,N,10,A,2,22,1,7,6,Y,Y,D,3,1
2,2,12,2,C,H,Y,B,B,E,8,H,B,10,2,N,J,N,51,20,N,13,B,2,34,1,23,3,Y,N,E,2,6
1,6,15,2,B,K,N,B,B,E,2,H,B,10,3,A,K,Y,97,9,N,8,C,2,40,1,24,3,Y,Y,E,2,3
1,5,7,2,B,A,Y,B,B,D,12,B,B,10,3,A,B,N,64,6,N,9,A,2,40,1,18,3,N,N,A,4,5
27,16,15,5,N,K,Y,B,B,E,3,J,B,15,3,A,K,N,89,8,N,10,A,3,22,1,20,4,Y,N,D,5,1
4,10,11,2,W,C,N,B,B,B,8,L,B,10,1,A,B,N,20,16,N,5,B,2,31,1,3,5,Y,N,E,4,2
6,6,13,2,N,K,N,B,B,F,3,H,B,15,1,A,R,N,34,10,N,11,A,2,37,1,22,4,Y,N,E,2,5
17,3,17,6,E,H,Y,B,B,E,8,H,B,15,1,A,J,N,67,13,N,13,E,1,40,1,1,1,Y,N,B,1,6
1,12,1,1,N,H,N,B,B,D,3,B,B,20,1,A,B,N,31,10,N,8,B,3,31,1,22,6,N,N,A,5,1
7,19,21,4,N,K,Y,B,B,E,3,H,B,20,1,A,R,N,49,20,N,7,A,2,31,1,8,7,N,N,A,4,4
2,6,18,4,B,A,N,B,B,D,3,B,B,15,1,A,B,N,97,9,N,18,A,1,28,1,24,7,N,N,E,1,1
1,10,11,2,H,C,N,B,B,B,12,L,B,20,1,A,F,N,50,17,Y,10,A,2,22,1,9,7,Y,N,E,5,7
1,17,4,3,N,K,N,B,B,F,12,J,B,10,1,A,J,N,61,8,N,17,A,1,28,1,7,3,N,N,A,1,3
10,12,22,5,W,C,N,B,B,D,2,L,B,20,1,A,I,N,57,19,N,16,A,1,25,1,16,7,N,N,E,2,9
2,7,2,1,C,A,N,B,B,B,2,B,D,20,3,A,B,N,92,12,N,5,A,2,34,1,18,3,Y,N,E,2,2
1,11,13,1,B,I,Y,B,B,E,7,H,B,10,2,A,K,N,53,29,N,6,A,2,31,2,17,3,Y,N,E,2,3
1,18,12,3,B,C,N,B,B,D,12,B,B,10,3,A,I,N,11,10,N,15,A,1,37,1,17,4,Y,N,E,1,1
7,9,17,4,N,H,Y,B,B,D,12,B,B,10,1,A,E,N,51,13,N,3,C,1,28,1,25,5,Y,N,C,2,1
1,6,7,5,B,K,Y,B,B,E,8,H,B,5,2,A,R,N,41,8,Y,2,C,2,31,1,20,4,Y,N,C,2,1
1,4,18,4,S,I,N,B,B,E,12,J,B,15,2,A,M,N,96,9,Y,7,A,2,40,1,25,4,Y,N,E,1,6
1,9,17,5,N,A,N,B,B,D,8,B,B,20,1,A,B,N,26,9,N,4,A,1,31,1,13,7,Y,N,E,1,3
19,8,17,2,B,K,N,B,B,E,12,J,B,10,1,A,K,N,89,12,N,10,A,2,40,1,15,3,Y,N,E,3,2
2,5,15,1,C,H,Y,B,B,F,12,H,B,15,3,A,P,N,91,11,N,3,B,1,40,1,17,7,Y,N,E,1,1
1,14,19,2,N,K,Y,B,B,E,3,J,A,15,1,A,R,N,91,17,N,12,A,2,40,1,20,4,Y,N,E,2,6
1,11,16,7,N,C,Y,B,B,D,3,A,B,15,1,A,B,Y,86,14,Y,15,A,2,22,1,17,6,Y,N,E,2,10
1,2,17,1,C,A,Y,B,B,D,12,F,B,20,1,A,B,N,50,16,Y,8,A,1,28,1,23,3,Y,N,E,3,1
6,12,20,6,W,I,N,B,B,E,3,H,B,5,1,W,J,N,56,10,N,7,A,1,25,1,6,3,N,N,D,5,4
7,16,18,6,B,I,Y,B,B,E,7,H,B,10,3,A,K,N,45,8,Y,11,A,2,31,1,9,6,Y,N,E,2,3
1,1,17,5,C,K,N,B,B,G,12,M,B,15,3,A,K,N,37,22,N,4,A,2,31,1,21,3,Y,N,D,2,2
1,18,22,4,S,C,N,B,B,B,8,B,B,20,1,C,I,Y,75,17,N,6,A,2,40,1,5,3,N,Y,A,2,3
2,4,13,4,H,K,N,B,B,E,8,J,B,15,3,A,J,N,68,7,N,10,A,2,40,1,25,7,Y,N,E,2,1
8,19,19,4,E,H,N,B,B,E,2,H,B,10,1,A,N,N,56,18,N,14,B,4,28,1,3,5,N,N,A,4,1
1,3,1,1,C,A,N,B,B,D,2,B,B,10,1,A,B,N,26,8,N,10,C,2,37,1,18,6,Y,N,E,4,1
4,18,7,5,N,K,Y,B,B,E,12,J,B,20,1,A,K,Y,64,8,Y,12,C,2,34,1,16,2,Y,Y,E,2,1
5,18,18,5,W,H,Y,B,A,D,12,L,B,20,1,A,A,N,52,16,Y,4,B,2,40,1,8,4,N,N,A,2,1
6,6,19,5,B,I,N,B,B,F,7,J,C,15,1,A,K,Y,47,8,N,7,A,2,31,1,6,5,Y,Y,E,2,1
1,14,12,2,E,K,Y,B,B,E,7,J,B,20,1,A,R,N,85,13,Y,4,A,2,40,1,18,3,Y,N,E,2,3
4,15,14,2,N,H,N,B,B,E,3,H,B,15,1,A,K,N,88,9,Y,5,B,2,40,1,20,3,Y,N,E,5,1
4,19,22,1,B,C,Y,B,B,D,12,A,B,20,1,A,E,N,47,20,N,13,B,2,22,1,18,7,N,N,A,2,1
4,8,13,1,N,H,N,A,B,B,12,B,B,20,1,A,B,N,76,11,N,8,A,2,25,1,17,1,Y,N,E,2,1
1,13,18,3,C,K,N,B,B,E,3,H,A,20,1,A,N,Y,72,17,N,9,A,2,25,1,17,6,Y,Y,E,2,4
5,3,4,3,N,K,Y,D,B,E,2,J,B,15,2,A,M,N,47,10,N,9,A,3,40,1,14,4,N,N,A,3,3
5,9,18,1,B,H,N,B,A,E,8,H,B,10,3,A,R,N,69,12,Y,13,A,2,34,1,10,6,Y,N,D,6,5
13,18,18,5,B,I,N,B,B,E,3,H,B,20,3,A,K,N,53,8,N,4,A,2,28,1,10,6,Y,N,E,4,5
5,16,19,6,N,K,N,B,B,E,7,H,B,10,1,A,J,Y,43,9,N,13,C,1,37,1,9,6,Y,Y,E,1,1
4,6,15,1,B,A,N,D,B,D,2,B,A,10,2,A,B,N,38,10,Y,10,A,2,31,1,22,6,Y,N,E,2,2
1,2,17,4,C,H,N,B,B,E,3,H,B,10,2,A,K,N,61,16,N,14,B,1,25,1,25,3,Y,N,E,2,1
1,4,4,3,N,H,Y,B,B,E,7,H,D,10,3,A,R,N,60,8,N,10,B,1,40,1,6,5,Y,N,E,1,1
3,9,10,7,N,K,Y,B,B,E,2,J,B,20,1,A,R,N,94,9,Y,13,A,2,37,1,16,3,Y,N,E,2,7
10,10,12,5,N,K,Y,B,B,F,12,H,B,10,3,A,N,N,50,17,N,13,A,6,34,2,18,3,N,N,E,6,7
2,18,6,4,N,A,Y,B,B,D,3,L,B,10,3,A,B,N,31,9,N,10,A,2,31,1,4,6,Y,N,E,2,4
17,7,17,5,N,K,Y,B,B,E,12,I,B,15,1,A,K,Y,58,8,N,14,A,2,40,1,13,6,Y,Y,E,2,5
10,15,18,2,N,C,N,B,D,D,3,B,B,15,1,A,B,N,61,14,N,7,C,2,40,1,6,5,Y,N,D,2,1
7,1,18,2,N,K,N,B,B,E,12,N,B,15,1,A,R,N,34,16,N,9,A,2,37,1,21,7,Y,N,D,4,1
1,12,19,5,W,H,N,B,B,D,8,L,B,10,1,A,I,Y,86,13,N,8,A,2,31,1,7,5,Y,Y,E,4,3
7,1,9,3,C,H,Y,B,B,E,8,H,B,15,3,N,J,N,19,17,N,14,D,1,37,1,20,4,N,N,C,2,9
7,7,8,4,G,H,N,B,B,E,7,J,B,10,1,C,K,N,84,11,N,12,E,2,40,1,1,3,N,N,A,2,6
2,5,1,1,S,H,N,B,B,E,3,H,B,5,3,A,P,N,40,8,N,5,B,2,28,1,17,7,Y,N,E,2,1
5,14,22,3,B,H,N,B,B,D,3,A,B,20,1,A,I,N,86,15,Y,12,A,1,40,1,22,1,Y,N,E,1,3
2,7,2,2,B,H,N,B,B,E,8,I,B,10,1,A,K,N,54,9,N,9,B,1,37,1,1,7,Y,N,E,1,1
4,6,18,4,B,A,Y,B,B,D,12,B,B,15,3,A,I,N,69,8,Y,14,A,2,40,1,21,6,Y,N,E,2,5
1,9,18,3,B,C,Y,B,B,D,12,L,B,20,3,A,E,N,49,13,N,12,A,1,28,1,19,7,Y,N,E,1,3
1,14,17,4,B,A,Y,B,B,D,12,L,B,15,1,A,I,Y,79,9,N,16,A,2,40,1,1,6,Y,Y,D,5,11
8,18,12,4,N,A,N,B,B,D,3,B,B,20,1,A,A,Y,29,9,N,13,A,2,37,1,10,6,N,Y,A,2,9
1,13,20,2,B,I,N,B,B,E,3,J,B,15,1,D,K,Y,92,22,Y,9,A,2,40,1,7,5,Y,Y,E,2,2
2,16,17,4,B,H,Y,B,B,E,3,J,B,20,1,A,R,N,44,7,N,13,D,2,37,1,2,3,Y,N,E,2,10
4,5,14,4,B,I,N,B,B,F,3,H,A,20,2,A,K,Y,57,9,Y,11,A,2,37,2,11,2,N,Y,E,2,2
7,8,7,2,B,I,N,B,B,E,2,H,B,15,1,A,M,N,41,15,N,6,A,2,40,1,9,5,Y,N,E,3,1
1,2,6,4,N,K,Y,B,B,E,3,H,B,20,3,A,R,N,62,11,Y,4,A,2,31,1,3,4,Y,N,C,4,3
3,12,3,2,N,A,N,B,B,D,12,L,B,10,1,A,I,N,42,12,Y,4,B,2,40,1,4,7,N,N,A,3,1
4,9,3,2,N,K,N,B,B,E,3,I,A,5,1,A,K,Y,78,12,N,14,A,2,34,1,21,4,Y,Y,E,2,7
7,11,13,3,C,K,N,B,B,E,12,H,B,10,1,A,R,N,48,16,Y,6,A,2,37,1,3,3,Y,N,E,5,2
13,8,19,2,W,H,Y,B,B,E,8,J,B,15,1,A,R,N,28,17,N,9,B,2,31,1,10,4,Y,N,E,2,1
10,3,3,1,N,K,Y,B,B,E,7,H,B,20,1,A,M,N,25,13,Y,9,A,2,31,1,17,1,N,N,A,4,8
1,1,10,2,C,K,N,B,B,F,12,I,B,10,1,N,N,N,35,17,Y,14,A,2,22,2,21,7,Y,N,C,2,7
1,7,2,2,B,A,N,B,B,B,7,B,B,15,3,A,E,N,68,13,Y,5,A,2,40,1,2,1,Y,N,E,6,1
11,9,16,3,B,K,N,B,C,E,2,H,B,15,1,A,R,N,75,10,N,11,A,2,34,1,13,4,Y,N,C,5,6
2,15,22,2,N,K,Y,B,B,E,12,H,B,10,1,A,R,N,72,9,Y,12,A,2,40,1,17,7,Y,N,C,3,2
10,8,22,5,N,H,N,B,B,D,2,L,B,20,1,A,E,N,28,16,N,8,B,1,28,1,1,7,N,N,E,4,1
1,1,13,1,N,A,Y,B,B,D,12,F,B,10,1,A,A,N,38,14,N,12,A,2,40,1,21,7,Y,N,D,2,1
2,8,7,4,N,K,Y,A,B,E,12,H,B,10,1,A,N,Y,72,13,N,7,C,2,31,1,16,1,Y,Y,E,4,1
9,16,21,2,N,K,N,B,B,E,3,J,B,15,1,A,R,N,64,10,N,4,A,1,31,1,18,3,Y,N,D,1,3
2,4,8,5,N,K,Y,B,B,E,12,J,B,20,1,A,R,Y,85,12,Y,18,A,2,40,1,17,7,Y,Y,C,2,2
4,12,18,4,N,C,Y,B,B,D,12,L,A,10,4,A,A,N,40,19,N,5,B,2,28,1,3,5,N,N,A,2,1
7,9,19,2,E,K,Y,B,B,E,7,J,B,15,3,A,R,N,87,13,N,14,A,2,37,1,11,4,Y,N,D,2,11
2,19,18,2,B,C,N,B,D,D,8,B,B,20,3,A,I,N,27,15,Y,7,A,2,37,1,19,6,Y,N,C,4,5
1,2,20,2,C,A,N,B,B,D,8,F,B,20,1,A,I,N,45,14,Y,14,A,2,31,1,22,1,Y,N,E,2,2
6,5,19,4,B,I,Y,B,B,E,8,H,B,15,1,A,R,Y,90,10,Y,10,A,1,34,2,18,3,N,Y,E,1,4
9,3,7,5,B,I,Y,B,B,E,3,I,B,15,1,A,L,Y,100,11,N,18,A,1,37,1,15,7,Y,Y,E,1,4
1,10,15,4,N,C,N,B,B,D,12,L,B,10,1,A,I,Y,41,19,N,13,A,3,25,2,17,6,Y,Y,C,3,2
1,11,23,3,N,H,N,B,B,E,12,H,B,10,1,A,K,N,64,16,Y,6,B,1,40,1,17,7,N,N,A,2,1
1,2,8,2,S,K,N,B,B,E,8,J,B,15,2,N,K,N,51,15,N,14,A,2,31,1,23,5,Y,N,E,4,3
1,5,3,2,C,A,N,D,B,D,8,L,B,20,1,A,I,Y,88,9,N,11,A,2,40,1,5,4,Y,N,E,3,2
1,2,17,1,C,B,Y,B,B,D,3,B,B,15,1,A,B,N,45,16,Y,8,A,2,25,1,22,3,Y,N,E,5,1
11,4,12,2,N,H,N,C,B,E,12,H,B,15,1,A,J,N,29,7,Y,17,D,1,25,1,7,3,Y,N,E,1,7
2,13,23,5,N,C,N,B,C,D,3,L,B,10,3,A,I,N,81,20,N,7,A,2,40,1,20,5,Y,N,E,2,3
1,7,9,5,N,A,N,B,B,D,3,A,B,10,3,A,A,N,53,9,N,11,A,3,37,1,24,7,N,N,A,3,1
30,19,12,5,N,K,N,B,B,E,3,H,B,10,2,A,K,Y,84,14,N,22,A,2,34,1,3,7,Y,Y,E,2,6
7,15,6,4,N,H,N,B,B,D,8,B,B,20,1,A,C,N,51,14,Y,8,A,1,34,1,18,1,Y,N,E,2,1
5,7,18,6,N,K,Y,B,B,E,3,H,B,10,1,A,K,N,34,9,N,12,A,3,31,1,4,7,N,N,A,3,1
5,8,18,3,B,I,N,B,B,E,12,H,B,20,1,A,R,N,81,17,N,14,A,1,25,1,17,3,Y,N,D,1,7
1,13,21,2,E,H,N,B,B,D,7,L,B,15,2,H,I,N,47,15,Y,4,B,2,34,1,11,4,Y,N,C,2,1
4,8,4,3,E,B,Y,B,B,D,8,B,B,20,1,A,B,N,68,12,N,10,A,3,22,1,4,3,Y,N,D,4,4
2,15,3,1,N,K,Y,B,C,E,3,H,B,10,1,A,R,N,48,10,N,15,A,1,40,1,16,7,N,N,A,1,2
1,8,17,6,N,K,Y,B,B,E,3,H,C,15,1,A,R,N,70,12,N,16,A,3,31,1,16,4,Y,N,C,3,10
4,17,7,2,W,I,Y,B,B,E,2,J,B,10,4,A,R,N,90,8,N,22,A,1,37,1,8,5,Y,N,D,1,12
5,12,8,5,G,C,N,B,B,D,3,B,B,5,1,A,I,N,36,13,Y,10,A,3,34,1,3,3,N,N,A,5,6
3,7,20,1,N,A,Y,B,B,B,8,B,D,10,3,A,I,N,52,13,N,5,B,1,28,1,2,7,Y,N,E,1,1
13,18,17,8,B,H,Y,B,C,D,8,L,B,20,1,A,A,N,98,18,N,15,A,2,31,1,3,3,N,N,A,2,3
1,12,4,3,N,K,N,B,B,F,7,J,B,10,3,A,R,N,52,10,N,9,A,2,34,1,3,3,N,N,A,3,3
4,11,21,6,W,K,Y,B,B,E,8,H,C,10,1,A,N,Y,59,19,N,12,C,2,37,1,24,5,Y,Y,E,2,1
5,2,8,4,N,A,Y,B,B,B,3,F,B,10,3,N,C,N,59,14,N,10,A,2,37,1,25,3,Y,N,E,4,9
1,15,22,2,N,H,Y,B,B,E,2,H,B,15,0,A,K,N,26,12,N,7,B,2,28,1,5,5,N,N,A,4,1
5,4,12,3,N,A,Y,B,B,D,12,A,B,15,1,A,I,Y,56,9,N,9,C,2,37,1,19,4,N,Y,E,2,1
1,3,19,1,N,A,Y,B,B,D,2,L,B,10,1,A,E,Y,95,10,N,20,C,1,37,1,16,6,Y,Y,E,1,3
4,19,18,1,B,H,N,B,B,D,12,L,B,20,1,A,I,N,43,21,Y,18,A,3,31,1,24,1,N,N,C,4,6
3,6,8,3,B,A,Y,D,B,D,12,B,B,20,1,A,B,N,63,8,N,7,A,2,37,1,1,5,Y,N,E,2,1
2,18,18,4,W,B,N,B,B,D,3,B,B,15,2,A,I,N,85,8,Y,4,B,7,37,1,18,3,Y,N,E,2,1
1,16,12,3,B,A,Y,B,B,D,12,B,B,15,1,A,I,N,46,8,Y,17,A,2,28,1,16,5,Y,N,D,2,3
8,10,8,4,N,A,Y,C,B,D,2,L,C,15,1,C,I,N,38,14,Y,2,B,1,31,1,21,7,Y,N,E,1,1
1,13,6,1,E,K,Y,B,B,E,12,H,B,20,1,H,R,N,49,25,N,14,A,1,28,1,8,5,Y,N,D,1,2
8,10,20,2,B,H,N,B,B,D,12,L,B,10,3,W,E,N,13,18,Y,4,A,2,31,1,16,1,Y,N,C,5,1
1,17,18,4,N,K,N,B,B,E,12,M,B,20,1,A,J,N,76,9,N,17,A,2,22,1,4,7,N,N,A,2,10
4,15,15,3,N,H,N,B,B,D,3,B,B,20,2,A,B,N,16,13,Y,8,E,2,40,1,1,4,N,N,A,4,4
1,19,9,6,N,A,Y,B,B,D,3,B,B,10,2,A,A,N,11,9,N,13,A,2,37,1,17,7,N,N,A,2,6
1,11,11,2,N,C,Y,A,B,D,8,L,B,10,1,A,E,Y,79,12,Y,13,A,1,40,1,17,3,Y,Y,C,1,10
10,19,23,3,N,K,Y,B,B,E,2,H,B,15,1,A,R,Y,99,15,N,14,A,2,31,1,9,4,Y,Y,E,2,5
5,15,10,1,B,K,N,B,B,F,8,H,B,20,1,A,K,Y,98,8,N,15,A,2,25,1,18,3,N,N,E,3,7
6,12,13,5,N,A,N,B,B,D,8,A,B,15,1,A,B,N,28,11,N,14,B,2,40,1,3,1,Y,N,E,3,1
6,6,7,5,W,A,Y,B,B,D,2,B,B,15,2,A,B,N,66,7,N,10,A,3,25,1,1,3,Y,N,C,3,4
1,2,9,5,C,A,Y,B,B,B,2,B,B,15,1,N,B,N,44,12,N,16,E,2,34,1,1,4,N,N,A,2,1
5,6,10,7,B,K,Y,B,B,E,12,H,B,10,2,A,R,N,51,9,N,5,C,2,28,1,2,4,Y,N,D,2,1
2,6,3,1,N,A,N,B,B,D,2,E,D,5,3,A,I,N,49,12,N,6,A,2,40,1,16,7,Y,N,E,2,3
4,8,7,5,B,C,N,B,B,D,2,B,B,20,1,A,B,N,97,12,Y,13,A,3,31,1,16,6,Y,N,E,3,8
1,7,3,2,B,A,Y,B,B,D,7,B,B,20,1,A,B,N,84,9,N,7,A,2,40,1,16,1,Y,N,D,2,3
5,9,11,2,N,K,N,B,B,E,2,H,B,15,3,A,R,N,43,10,Y,7,A,3,40,1,10,6,Y,N,E,3,2
2,13,5,3,N,H,Y,B,B,E,3,J,B,15,1,A,R,N,73,12,N,16,B,2,22,1,1,6,Y,N,A,2,1
2,15,23,1,N,C,N,B,B,D,8,B,B,5,3,A,G,N,26,16,N,4,B,1,40,1,1,7,Y,N,D,1,1
1,13,1,1,E,H,N,B,B,B,8,L,B,20,1,D,I,N,13,14,N,8,A,2,40,1,16,3,Y,N,E,2,3
1,7,15,2,B,A,N,B,B,D,8,B,B,20,2,A,B,N,45,6,Y,5,A,2,37,1,11,6,Y,N,E,2,1
13,19,4,3,W,I,Y,B,B,E,3,J,B,10,3,A,K,Y,29,2,Y,10,A,1,37,1,19,7,Y,Y,E,3,3
12,8,15,6,N,H,N,B,B,D,12,B,A,5,1,A,B,N,77,10,N,13,A,3,31,1,17,4,Y,N,C,3,4
4,15,16,1,B,I,Y,B,B,E,12,I,B,5,1,A,Q,N,10,9,N,9,A,2,40,1,17,7,Y,N,E,2,1
1,18,16,4,B,H,Y,B,D,E,8,H,B,20,1,A,R,N,16,10,Y,6,B,2,31,1,3,6,N,N,A,5,1
3,15,7,2,N,C,N,B,B,D,12,B,B,10,2,A,B,Y,80,8,N,14,A,2,31,1,16,3,Y,Y,C,5,5
7,8,20,1,W,H,N,B,B,E,12,H,B,15,1,A,J,N,40,12,N,8,B,2,40,1,4,7,N,N,A,5,1
1,18,1,1,N,A,Y,B,B,D,2,B,B,10,4,A,I,N,34,7,N,8,B,1,31,1,5,1,Y,N,E,3,1
